17.38	45.44
18.53	58.46
19.87	65.76
20.34	77.79
21.56	81.81
22.73	90.49
24.23	90.49
23.53	107.05
25.39	116.43
32.82	168.51
34.19	199.34
40.49	248.01
40.26	265.26
45.51	278.97
46.58	293.40
47.96	303.42
54.85	324.52
55.49	341.30
67.28	358.95
66.50	330.02
82.04	352.97
90.60	341.30
96.04	335.61
119.89	330.02
121.29	330.02
124.88	288.51
150.52	274.32
152.29	239.82
158.64	216.82
191.21	206.16
223.84	168.51
294.47	135.44
